 Datos de la estación - Meteo Navarra"Estación de ArtikutzaAltitud 313 m.Datos desde el 01/01/1999hasta el 01/01/2000 en horario solar01/01/1999 01/01/2000 
"","",
"Fecha","Precipitación acumulada",
"","l/m²",
"01/01/1999","0.0",
"02/01/1999","1.4",
"03/01/1999","0.0",
"04/01/1999","0.0",
"05/01/1999","0.0",
"06/01/1999","0.0",
"07/01/1999","0.0",
"08/01/1999","19.7",
"09/01/1999","42.9",
"10/01/1999","4.7",
"11/01/1999","14.5",
"12/01/1999","2.0",
"13/01/1999","10.9",
"14/01/1999","5.6",
"15/01/1999","0.0",
"16/01/1999","1.2",
"17/01/1999","41.0",
"18/01/1999","0.0",
"19/01/1999","0.0",
"20/01/1999","0.0",
"21/01/1999","0.0",
"22/01/1999","0.1",
"23/01/1999","0.0",
"24/01/1999","0.0",
"25/01/1999","0.1",
"26/01/1999","9.5",
"27/01/1999","68.4",
"28/01/1999","56.3",
"29/01/1999","45.2",
"30/01/1999","0.0",
"31/01/1999","0.0",
"01/02/1999","0.0",
"02/02/1999","1.8",
"03/02/1999","0.0",
"04/02/1999","0.0",
"05/02/1999","12.0",
"06/02/1999","11.8",
"07/02/1999","30.0",
"08/02/1999","4.3",
"09/02/1999","30.6",
"10/02/1999","21.5",
"11/02/1999","2.0",
"12/02/1999","0.0",
"13/02/1999","0.0",
"14/02/1999","0.0",
"15/02/1999","1.7",
"16/02/1999","32.7",
"17/02/1999","22.4",
"18/02/1999","26.8",
"19/02/1999","0.2",
"20/02/1999","16.1",
"21/02/1999","55.5",
"22/02/1999","50.3",
"23/02/1999","29.4",
"24/02/1999","9.0",
"25/02/1999","0.0",
"26/02/1999","0.0",
"27/02/1999","20.8",
"28/02/1999","0.0",
"01/03/1999","0.3",
"02/03/1999","1.9",
"03/03/1999","26.8",
"04/03/1999","12.1",
"05/03/1999","59.4",
"06/03/1999","29.1",
"07/03/1999","3.6",
"08/03/1999","0.0",
"09/03/1999","0.0",
"10/03/1999","0.0",
"11/03/1999","3.8",
"12/03/1999","0.0",
"13/03/1999","10.0",
"14/03/1999","3.1",
"15/03/1999","0.1",
"16/03/1999","0.0",
"17/03/1999","0.0",
"18/03/1999","5.5",
"19/03/1999","1.4",
"20/03/1999","0.0",
"21/03/1999","10.3",
"22/03/1999","3.5",
"23/03/1999","0.0",
"24/03/1999","5.9",
"25/03/1999","12.7",
"26/03/1999","31.3",
"27/03/1999","10.2",
"28/03/1999","3.3",
"29/03/1999","0.0",
"30/03/1999","0.0",
"31/03/1999","0.0",
"01/04/1999","0.7",
"02/04/1999","0.3",
"03/04/1999","0.0",
"04/04/1999","0.0",
"05/04/1999","0.0",
"06/04/1999","3.3",
"07/04/1999","14.6",
"08/04/1999","7.7",
"09/04/1999","0.1",
"10/04/1999","7.9",
"11/04/1999","2.2",
"12/04/1999","41.9",
"13/04/1999","17.9",
"14/04/1999","26.7",
"15/04/1999","18.9",
"16/04/1999","3.6",
"17/04/1999","31.9",
"18/04/1999","1.1",
"19/04/1999","0.3",
"20/04/1999","16.4",
"21/04/1999","6.7",
"22/04/1999","5.5",
"23/04/1999","7.6",
"24/04/1999","0.0",
"25/04/1999","5.6",
"26/04/1999","0.0",
"27/04/1999","8.7",
"28/04/1999","14.3",
"29/04/1999","0.0",
"30/04/1999","1.7",
"01/05/1999","1.6",
"02/05/1999","1.6",
"03/05/1999","104.4",
"04/05/1999","3.8",
"05/05/1999","0.0",
"06/05/1999","0.0",
"07/05/1999","11.8",
"08/05/1999","0.0",
"09/05/1999","0.0",
"10/05/1999","0.0",
"11/05/1999","0.0",
"12/05/1999","0.0",
"13/05/1999","2.7",
"14/05/1999","17.9",
"15/05/1999","2.5",
"16/05/1999","30.9",
"17/05/1999","16.3",
"18/05/1999","9.7",
"19/05/1999","16.4",
"20/05/1999","43.0",
"21/05/1999","18.0",
"22/05/1999","0.0",
"23/05/1999","0.2",
"24/05/1999","0.0",
"25/05/1999","0.0",
"26/05/1999","0.0",
"27/05/1999","10.0",
"28/05/1999","0.0",
"29/05/1999","0.0",
"30/05/1999","0.0",
"31/05/1999","13.2",
"01/06/1999","18.6",
"02/06/1999","0.0",
"03/06/1999","1.0",
"04/06/1999","0.0",
"05/06/1999","11.3",
"06/06/1999","2.3",
"07/06/1999","8.2",
"08/06/1999","0.0",
"09/06/1999","0.0",
"10/06/1999","2.0",
"11/06/1999","0.2",
"12/06/1999","0.6",
"13/06/1999","0.0",
"14/06/1999","0.0",
"15/06/1999","0.0",
"16/06/1999","3.5",
"17/06/1999","11.1",
"18/06/1999","7.1",
"19/06/1999","1.9",
"20/06/1999","1.5",
"21/06/1999","5.3",
"22/06/1999","0.0",
"23/06/1999","0.0",
"24/06/1999","0.0",
"25/06/1999","0.6",
"26/06/1999","0.0",
"27/06/1999","1.4",
"28/06/1999","0.0",
"29/06/1999","0.0",
"30/06/1999","0.0",
"01/07/1999","0.6",
"02/07/1999","0.0",
"03/07/1999","0.0",
"04/07/1999","5.4",
"05/07/1999","10.3",
"06/07/1999","1.6",
"07/07/1999","0.1",
"08/07/1999","0.0",
"09/07/1999","0.0",
"10/07/1999","0.0",
"11/07/1999","1.9",
"12/07/1999","2.3",
"13/07/1999","17.7",
"14/07/1999","0.3",
"15/07/1999","0.0",
"16/07/1999","0.0",
"17/07/1999","1.5",
"18/07/1999","3.1",
"19/07/1999","0.0",
"20/07/1999","0.0",
"21/07/1999","0.0",
"22/07/1999","0.0",
"23/07/1999","0.0",
"24/07/1999","0.0",
"25/07/1999","0.0",
"26/07/1999","5.5",
"27/07/1999","2.6",
"28/07/1999","18.8",
"29/07/1999","1.9",
"30/07/1999","0.0",
"31/07/1999","0.0",
"01/08/1999","0.4",
"02/08/1999","5.0",
"03/08/1999","0.0",
"04/08/1999","12.1",
"05/08/1999","0.8",
"06/08/1999","13.7",
"07/08/1999","2.6",
"08/08/1999","0.1",
"09/08/1999","2.4",
"10/08/1999","0.2",
"11/08/1999","0.0",
"12/08/1999","2.3",
"13/08/1999","0.0",
"14/08/1999","0.0",
"15/08/1999","0.0",
"16/08/1999","0.0",
"17/08/1999","0.0",
"18/08/1999","0.5",
"19/08/1999","0.8",
"20/08/1999","0.0",
"21/08/1999","0.0",
"22/08/1999","0.0",
"23/08/1999","0.0",
"24/08/1999","0.0",
"25/08/1999","2.6",
"26/08/1999","0.0",
"27/08/1999","1.1",
"28/08/1999","1.2",
"29/08/1999","0.0",
"30/08/1999","0.0",
"31/08/1999","0.0",
"01/09/1999","0.0",
"02/09/1999","0.0",
"03/09/1999","0.0",
"04/09/1999","0.0",
"05/09/1999","2.0",
"06/09/1999","0.2",
"07/09/1999","0.0",
"08/09/1999","0.0",
"09/09/1999","0.0",
"10/09/1999","0.0",
"11/09/1999","0.1",
"12/09/1999","2.9",
"13/09/1999","74.3",
"14/09/1999","0.8",
"15/09/1999","0.0",
